Ensemble,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbols
ENSMUSG00000076315,1.479225121,0.009842551,0.33685027,0.858275304,NA,Mir343
ENSMUSG00000030399,0.37827229,-0.003537065,0.339689443,0.937799375,NA,Ckm
ENSMUSG00000040705,0.535356457,0.014025215,0.33899954,0.70133384,NA,A930016O22Rik
ENSMUSG00000065388,0,NA,NA,NA,NA,Gm23099
ENSMUSG00000011263,1.162452788,0.023601695,0.339536605,0.816368405,NA,Exoc3l2
ENSMUSG00000109301,0,NA,NA,NA,NA,NA
ENSMUSG00000060621,0.662874455,0.028498303,0.340307672,0.658088211,NA,Nkpd1
ENSMUSG00000002992,0.570688159,-0.007220361,0.339965577,0.603361162,NA,Apoc2
ENSMUSG00000109350,0,NA,NA,NA,NA,Apoc2l
ENSMUSG00000074336,0.341703086,0.010421547,0.339740312,0.924869356,NA,Apoc4
ENSMUSG00000040564,2.960873526,-0.064433741,0.344291851,0.259601462,NA,Apoc1
ENSMUSG00000092381,0.290206085,-0.002207593,0.339757045,0.955816406,NA,NA
ENSMUSG00000109136,0.080018356,-0.001283982,0.339795488,0.955825009,NA,NA
ENSMUSG00000097226,0.052291543,-0.000817605,0.339818872,0.955827119,NA,NA
ENSMUSG00000040525,0.422880287,0.019125688,0.340154886,0.602475275,NA,Cblc
ENSMUSG00000087206,0.825051297,0.013975592,0.336633503,0.79939949,NA,NA
ENSMUSG00000108942,0.065401279,-0.001166616,0.339796551,0.955826556,NA,NA
ENSMUSG00000090075,0.912314393,-0.038669827,0.342336086,0.283128256,NA,NA
ENSMUSG00000040498,2.017297085,-0.012355406,0.334811941,0.82733564,NA,Igsf23
ENSMUSG00000109281,0,NA,NA,NA,NA,NA
ENSMUSG00000070778,0.027098522,-0.000763397,0.339822073,0.955828666,NA,Rpl7a-ps8
ENSMUSG00000070777,0.100401831,-0.00124441,0.339794839,0.955824838,NA,Ceacam20
ENSMUSG00000060508,0,NA,NA,NA,NA,Nlrp9b
ENSMUSG00000070150,0,NA,NA,NA,NA,NA
ENSMUSG00000109103,0,NA,NA,NA,NA,NA
ENSMUSG00000095201,0,NA,NA,NA,NA,Vmn1r91
ENSMUSG00000096152,0,NA,NA,NA,NA,Vmn1r240
ENSMUSG00000096164,0,NA,NA,NA,NA,Vmn1r93
ENSMUSG00000094011,0,NA,NA,NA,NA,Vmn1r94
ENSMUSG00000109240,0,NA,NA,NA,NA,NA
ENSMUSG00000094735,0,NA,NA,NA,NA,Vmn1r95
ENSMUSG00000094298,0,NA,NA,NA,NA,Vmn1r241
ENSMUSG00000094757,0,NA,NA,NA,NA,Vmn1r242
ENSMUSG00000109360,0,NA,NA,NA,NA,Gm18049
ENSMUSG00000109166,0,NA,NA,NA,NA,NA
ENSMUSG00000109019,0,NA,NA,NA,NA,Gm18455
ENSMUSG00000108843,0,NA,NA,NA,NA,NA
ENSMUSG00000095745,0,NA,NA,NA,NA,Vmn1r243
ENSMUSG00000094160,0,NA,NA,NA,NA,NA
ENSMUSG00000095806,0,NA,NA,NA,NA,Vmn1r244
ENSMUSG00000096386,0,NA,NA,NA,NA,Vmn1r100
ENSMUSG00000094545,0,NA,NA,NA,NA,Vmn1r101
ENSMUSG00000094762,0,NA,NA,NA,NA,Gm10670
ENSMUSG00000096663,0,NA,NA,NA,NA,Vmn1r103
ENSMUSG00000096903,0,NA,NA,NA,NA,Vmn1r104
ENSMUSG00000096761,0,NA,NA,NA,NA,Vmn1r245
ENSMUSG00000095837,0,NA,NA,NA,NA,Vmn1r246
ENSMUSG00000109060,0,NA,NA,NA,NA,Gm4513
ENSMUSG00000109469,0,NA,NA,NA,NA,Gm8486
ENSMUSG00000095275,0,NA,NA,NA,NA,Vmn1r107
ENSMUSG00000092487,0,NA,NA,NA,NA,Vmn1r-ps71
ENSMUSG00000095768,0,NA,NA,NA,NA,Vmn1r111
ENSMUSG00000109138,0,NA,NA,NA,NA,Gm18052
ENSMUSG00000095190,0,NA,NA,NA,NA,Gm10668
ENSMUSG00000108834,0,NA,NA,NA,NA,NA
ENSMUSG00000094284,0,NA,NA,NA,NA,Vmn1r112
ENSMUSG00000091638,0,NA,NA,NA,NA,Vmn1r113
ENSMUSG00000094085,0,NA,NA,NA,NA,Vmn1r114
ENSMUSG00000091435,0,NA,NA,NA,NA,Vmn1r115
ENSMUSG00000095973,0,NA,NA,NA,NA,Vmn1r116
ENSMUSG00000096737,0,NA,NA,NA,NA,Vmn1r117
ENSMUSG00000094589,0,NA,NA,NA,NA,Vmn1r118
ENSMUSG00000099623,0,NA,NA,NA,NA,Gm4526
ENSMUSG00000109272,0,NA,NA,NA,NA,Gm4528
ENSMUSG00000094010,0,NA,NA,NA,NA,Vmn1r119
ENSMUSG00000094501,0,NA,NA,NA,NA,NA
ENSMUSG00000093986,0,NA,NA,NA,NA,Vmn1r120
ENSMUSG00000092616,0,NA,NA,NA,NA,Vmn1r-ps74
ENSMUSG00000094680,0,NA,NA,NA,NA,Vmn1r121
ENSMUSG00000094001,0,NA,NA,NA,NA,Vmn1r122
ENSMUSG00000094385,0,NA,NA,NA,NA,Vmn1r123
ENSMUSG00000109269,0,NA,NA,NA,NA,Gm18054
ENSMUSG00000101436,0,NA,NA,NA,NA,Gm5157
ENSMUSG00000109000,0,NA,NA,NA,NA,Gm18460
ENSMUSG00000109253,0,NA,NA,NA,NA,NA
ENSMUSG00000094221,0,NA,NA,NA,NA,Vmn1r124
ENSMUSG00000095309,0,NA,NA,NA,NA,Vmn1r125
ENSMUSG00000096813,0,NA,NA,NA,NA,Vmn1r126
ENSMUSG00000093890,0,NA,NA,NA,NA,Vmn1r127
ENSMUSG00000095758,0,NA,NA,NA,NA,Vmn1r128
ENSMUSG00000094879,0,NA,NA,NA,NA,Vmn1r129
ENSMUSG00000095185,0,NA,NA,NA,NA,Vmn1r-ps75
ENSMUSG00000109259,0,NA,NA,NA,NA,Gm18055
ENSMUSG00000109516,0,NA,NA,NA,NA,Gm6882
ENSMUSG00000109380,0,NA,NA,NA,NA,NA
ENSMUSG00000108907,0,NA,NA,NA,NA,NA
ENSMUSG00000094208,0,NA,NA,NA,NA,Vmn1r130
ENSMUSG00000096741,0,NA,NA,NA,NA,Vmn1r-ps76
ENSMUSG00000093941,0,NA,NA,NA,NA,Vmn1r131
ENSMUSG00000108879,0,NA,NA,NA,NA,Gm18056
ENSMUSG00000101076,0,NA,NA,NA,NA,NA
ENSMUSG00000109300,0,NA,NA,NA,NA,NA
ENSMUSG00000074322,0,NA,NA,NA,NA,Vmn1r132
ENSMUSG00000101280,0,NA,NA,NA,NA,Gm8600
ENSMUSG00000109557,0,NA,NA,NA,NA,Gm18463
ENSMUSG00000109276,0,NA,NA,NA,NA,NA
ENSMUSG00000096513,0,NA,NA,NA,NA,Vmn1r247
ENSMUSG00000096760,0,NA,NA,NA,NA,Vmn1r248
ENSMUSG00000109569,0,NA,NA,NA,NA,NA
ENSMUSG00000095064,0,NA,NA,NA,NA,Vmn1r135
ENSMUSG00000095191,0,NA,NA,NA,NA,Vmn1r249
ENSMUSG00000092506,0,NA,NA,NA,NA,NA
ENSMUSG00000109092,0,NA,NA,NA,NA,Gm18057
ENSMUSG00000095976,0,NA,NA,NA,NA,Gm5891
ENSMUSG00000108853,0,NA,NA,NA,NA,NA
ENSMUSG00000109405,0,NA,NA,NA,NA,NA
ENSMUSG00000095962,0,NA,NA,NA,NA,Vmn1r137
ENSMUSG00000095287,0,NA,NA,NA,NA,Vmn1r-ps78
ENSMUSG00000095163,0,NA,NA,NA,NA,Vmn1r138
ENSMUSG00000109263,0,NA,NA,NA,NA,Gm18058
ENSMUSG00000096283,0,NA,NA,NA,NA,Gm6176
ENSMUSG00000109041,0,NA,NA,NA,NA,NA
ENSMUSG00000074311,0,NA,NA,NA,NA,Vmn1r139
ENSMUSG00000096304,0,NA,NA,NA,NA,Gm16451
ENSMUSG00000096348,0,NA,NA,NA,NA,Vmn1r250
ENSMUSG00000095273,0,NA,NA,NA,NA,Vmn1r142
ENSMUSG00000096071,0,NA,NA,NA,NA,Vmn1r143
ENSMUSG00000094981,0,NA,NA,NA,NA,Vmn1r251
ENSMUSG00000094149,0,NA,NA,NA,NA,Vmn1r252
ENSMUSG00000109411,0,NA,NA,NA,NA,Gm18059
ENSMUSG00000101948,0,NA,NA,NA,NA,NA
ENSMUSG00000109444,0,NA,NA,NA,NA,Gm18466
ENSMUSG00000108944,0,NA,NA,NA,NA,NA
ENSMUSG00000093871,0,NA,NA,NA,NA,Vmn1r253
ENSMUSG00000095816,0,NA,NA,NA,NA,Vmn1r-ps70
ENSMUSG00000093917,0,NA,NA,NA,NA,Vmn1r254
ENSMUSG00000095543,0,NA,NA,NA,NA,Vmn1r148
ENSMUSG00000094542,0,NA,NA,NA,NA,Vmn1r149
ENSMUSG00000096871,0,NA,NA,NA,NA,Gm10665
ENSMUSG00000093853,0,NA,NA,NA,NA,Vmn1r151
ENSMUSG00000095383,0,NA,NA,NA,NA,Vmn1r152
ENSMUSG00000094748,0,NA,NA,NA,NA,Vmn1r255
ENSMUSG00000095984,0,NA,NA,NA,NA,Vmn1r256
ENSMUSG00000109043,0,NA,NA,NA,NA,Gm18060
ENSMUSG00000109396,0,NA,NA,NA,NA,Gm4565
ENSMUSG00000109567,0,NA,NA,NA,NA,NA
ENSMUSG00000109247,0,NA,NA,NA,NA,Gm8685
ENSMUSG00000094905,0,NA,NA,NA,NA,Vmn1r155
ENSMUSG00000092547,0,NA,NA,NA,NA,Vmn1r-ps80
ENSMUSG00000095081,0,NA,NA,NA,NA,Vmn1r257
ENSMUSG00000109169,0,NA,NA,NA,NA,Gm18061
ENSMUSG00000095363,0,NA,NA,NA,NA,Gm4567
ENSMUSG00000109546,0,NA,NA,NA,NA,NA
ENSMUSG00000095619,0,NA,NA,NA,NA,Vmn1r157
ENSMUSG00000094700,0,NA,NA,NA,NA,Vmn1r158
ENSMUSG00000100654,0,NA,NA,NA,NA,NA
ENSMUSG00000095931,0,NA,NA,NA,NA,Vmn1r159
ENSMUSG00000108922,0,NA,NA,NA,NA,NA
ENSMUSG00000094931,0,NA,NA,NA,NA,Vmn1r160
ENSMUSG00000109514,0,NA,NA,NA,NA,NA
ENSMUSG00000102023,0,NA,NA,NA,NA,Gm8708
ENSMUSG00000109072,0,NA,NA,NA,NA,NA
ENSMUSG00000109345,0,NA,NA,NA,NA,NA
ENSMUSG00000092297,0,NA,NA,NA,NA,Vmn1r258
ENSMUSG00000094532,0,NA,NA,NA,NA,Vmn1r259
ENSMUSG00000094934,0,NA,NA,NA,NA,Vmn1r163
ENSMUSG00000096601,0,NA,NA,NA,NA,Vmn1r260
ENSMUSG00000094684,0,NA,NA,NA,NA,NA
ENSMUSG00000109098,0,NA,NA,NA,NA,Gm18062
ENSMUSG00000095683,0,NA,NA,NA,NA,Gm10662
ENSMUSG00000109085,0,NA,NA,NA,NA,NA
ENSMUSG00000109535,0,NA,NA,NA,NA,Gm8728
ENSMUSG00000095358,0,NA,NA,NA,NA,Vmn1r165
ENSMUSG00000092462,0,NA,NA,NA,NA,NA
ENSMUSG00000096073,0,NA,NA,NA,NA,Vmn1r166
ENSMUSG00000109024,0,NA,NA,NA,NA,Gm18063
ENSMUSG00000094682,0,NA,NA,NA,NA,Gm6902
ENSMUSG00000109425,0,NA,NA,NA,NA,Gm18471
ENSMUSG00000045693,0.027989439,-0.00076186,0.339821865,0.955828666,NA,Nlrp4e
ENSMUSG00000109325,0.158034339,-0.00606768,0.339831462,0.866850514,NA,NA
ENSMUSG00000015721,0,NA,NA,NA,NA,Nlrp5
ENSMUSG00000095946,0,NA,NA,NA,NA,NA
ENSMUSG00000108946,0,NA,NA,NA,NA,NA
ENSMUSG00000109477,0,NA,NA,NA,NA,Gm18306
ENSMUSG00000092496,0,NA,NA,NA,NA,Vmn1r-ps84
ENSMUSG00000090715,0,NA,NA,NA,NA,Vmn1r167
ENSMUSG00000108936,0,NA,NA,NA,NA,Gm8745
ENSMUSG00000109182,0,NA,NA,NA,NA,NA
ENSMUSG00000074291,0,NA,NA,NA,NA,Vmn1r168
ENSMUSG00000094602,0,NA,NA,NA,NA,Vmn1r169
ENSMUSG00000094187,0,NA,NA,NA,NA,Vmn1r170
ENSMUSG00000062483,0,NA,NA,NA,NA,Vmn1r171
ENSMUSG00000035523,0,NA,NA,NA,NA,Vmn1r172
ENSMUSG00000115021,0,NA,NA,NA,NA,Vmn1r173
ENSMUSG00000090411,0,NA,NA,NA,NA,Vmn1r174
ENSMUSG00000092629,0,NA,NA,NA,NA,Vmn1r-ps85
ENSMUSG00000109318,0,NA,NA,NA,NA,NA
ENSMUSG00000109310,0,NA,NA,NA,NA,NA
ENSMUSG00000095632,0,NA,NA,NA,NA,Vmn1r175
ENSMUSG00000096859,0,NA,NA,NA,NA,Vmn1r176
ENSMUSG00000057513,0,NA,NA,NA,NA,Vmn1r177
ENSMUSG00000109210,0,NA,NA,NA,NA,Gm18206
ENSMUSG00000062598,0,NA,NA,NA,NA,Vmn1r178
ENSMUSG00000046924,0,NA,NA,NA,NA,Vmn1r179
ENSMUSG00000092473,0,NA,NA,NA,NA,Vmn1r180
ENSMUSG00000109065,0,NA,NA,NA,NA,NA
ENSMUSG00000097425,0,NA,NA,NA,NA,Vmn1r181
ENSMUSG00000092456,0,NA,NA,NA,NA,V1rd19
ENSMUSG00000118318,0.156503129,-0.001398141,0.339789727,0.955820677,NA,Vmn1r183
ENSMUSG00000108613,0.13209383,0.011948619,0.339805225,0.924861321,NA,NA
ENSMUSG00000095331,0.053093607,-0.000822812,0.339817932,0.955825822,NA,Ptma-ps1
ENSMUSG00000108960,0.05215142,-0.001268117,0.339799335,0.955827084,NA,NA
ENSMUSG00000108703,0,NA,NA,NA,NA,NA
ENSMUSG00000108361,0.053535815,0.016252265,0.34009914,0.813458432,NA,NA
ENSMUSG00000118477,0.030517963,-0.000762145,0.339821409,0.955828666,NA,NA
ENSMUSG00000118444,0,NA,NA,NA,NA,Gm50477
ENSMUSG00000108567,0,NA,NA,NA,NA,NA
ENSMUSG00000082802,0,NA,NA,NA,NA,NA
ENSMUSG00000118562,0,NA,NA,NA,NA,NA
ENSMUSG00000055826,1.62490674,0.180052958,0.402104944,0.028448931,NA,Tescl
ENSMUSG00000088354,0,NA,NA,NA,NA,NA
ENSMUSG00000030484,0.413817741,-0.005156292,0.339387223,0.732867373,NA,Lypd5
ENSMUSG00000108360,0.028060589,-0.000810352,0.339821176,0.955828139,NA,NA
ENSMUSG00000117477,0.149716731,0.010654012,0.33974284,0.924863053,NA,NA
ENSMUSG00000118544,2.053346752,-0.015383177,0.328025765,0.845314893,NA,NA
ENSMUSG00000011632,0.112191757,-0.00130446,0.339793739,0.955824639,NA,Pinlyp
ENSMUSG00000066721,2.390439169,-0.037497001,0.338138351,0.499772201,NA,Zfp575
ENSMUSG00000097215,0.017697869,-0.000736279,0.339822974,0.955828139,NA,NA
ENSMUSG00000057454,0.122071852,-0.000877225,0.339815002,0.955824584,NA,Lypd3
ENSMUSG00000108470,2.654887558,-0.019594202,0.332677115,0.775667267,NA,Gm4598
ENSMUSG00000108787,0.423985273,0.01182182,0.339840813,0.795597748,NA,NA
ENSMUSG00000062773,0.942007105,0.022529342,0.335742446,0.732155222,NA,Tex101
ENSMUSG00000108768,0,NA,NA,NA,NA,NA
ENSMUSG00000108430,0,NA,NA,NA,NA,NA
ENSMUSG00000045587,0,NA,NA,NA,NA,Lypd10
ENSMUSG00000058717,0,NA,NA,NA,NA,Lypd11
ENSMUSG00000108404,0,NA,NA,NA,NA,NA
ENSMUSG00000011350,0.383462521,-0.00022741,0.338425345,0.973626578,NA,Gm5893
ENSMUSG00000108302,0,NA,NA,NA,NA,Gm18207
ENSMUSG00000062732,0,NA,NA,NA,NA,Lypd4
ENSMUSG00000011349,0,NA,NA,NA,NA,Dmrtc2
ENSMUSG00000108367,0.704554276,-0.002373709,0.339750355,0.947156865,NA,Erfl
ENSMUSG00000108675,0,NA,NA,NA,NA,NA
ENSMUSG00000098802,0,NA,NA,NA,NA,Mir7046
ENSMUSG00000040907,4261.810888,-0.836362391,0.652359705,NA,NA,Atp1a3
ENSMUSG00000099258,0.027835437,-0.000743005,0.339821155,0.955828139,NA,Mir7047
ENSMUSG00000098441,0,NA,NA,NA,NA,Mir6537
ENSMUSG00000098325,0.135235353,-0.001309181,0.33979259,0.955823592,NA,Mir7048
ENSMUSG00000108523,0.138361216,-0.001711189,0.339775232,0.95582181,NA,NA
ENSMUSG00000058741,0.526793946,0.021538625,0.340086247,0.698142988,NA,Prr19
ENSMUSG00000043843,0.314128835,-0.00298045,0.33972615,0.948337905,NA,Tmem145
ENSMUSG00000063651,0.153433035,-0.006736363,0.339904782,0.756318846,NA,Cnfn
ENSMUSG00000060188,0.284217029,0.008591359,0.339397134,0.778459228,NA,Cxcl17
ENSMUSG00000108518,2.103153219,-0.102346724,0.361897553,0.012888428,NA,NA
ENSMUSG00000108503,1.699664323,-0.049703324,0.3426228,0.423762101,NA,NA
ENSMUSG00000081732,0.410565913,-0.001412295,0.339787951,0.955818544,NA,NA
ENSMUSG00000108579,0.139340879,-0.001316101,0.33979205,0.955821917,NA,NA
ENSMUSG00000108553,0.138153659,-0.001800384,0.339774087,0.955820447,NA,NA
ENSMUSG00000108304,0.055159111,-0.001186828,0.339797488,0.955826556,NA,NA
ENSMUSG00000074261,0.055978879,-0.000813977,0.339818652,0.955827026,NA,Erich4
ENSMUSG00000108767,0,NA,NA,NA,NA,Gm29763
ENSMUSG00000108691,0.03534749,-0.000808025,0.339820908,0.955828139,NA,NA
ENSMUSG00000097017,0.085021356,-0.000842807,0.339817172,0.955826595,NA,NA
ENSMUSG00000090467,0.057616485,-0.001177364,0.339797914,0.955827084,NA,NA
ENSMUSG00000076445,0,NA,NA,NA,NA,NA
ENSMUSG00000108415,0,NA,NA,NA,NA,NA
ENSMUSG00000092999,0,NA,NA,NA,NA,NA
ENSMUSG00000108809,0,NA,NA,NA,NA,NA
ENSMUSG00000091233,0,NA,NA,NA,NA,NA
ENSMUSG00000030483,0.025052898,-0.000749765,0.339822504,0.955828666,NA,Cyp2b10
ENSMUSG00000108552,0,NA,NA,NA,NA,NA
ENSMUSG00000108589,0,NA,NA,NA,NA,NA
ENSMUSG00000108606,0,NA,NA,NA,NA,Cyp2b27-ps
ENSMUSG00000108413,0,NA,NA,NA,NA,NA
ENSMUSG00000040583,0,NA,NA,NA,NA,Cyp2b13
ENSMUSG00000101800,0.437345107,-0.000277404,0.33866421,0.976384197,NA,NA
ENSMUSG00000108342,0,NA,NA,NA,NA,Gm29920
ENSMUSG00000108544,0,NA,NA,NA,NA,Cyp2b26-ps
ENSMUSG00000040660,0.03534749,-0.000808025,0.339820908,0.955828139,NA,Cyp2b9
ENSMUSG00000092464,0.131491025,-0.001195154,0.339792905,0.955824278,NA,Gm8902
ENSMUSG00000092514,0,NA,NA,NA,NA,Vmn1r-ps86
ENSMUSG00000046130,0,NA,NA,NA,NA,Vmn1r184
ENSMUSG00000108698,0,NA,NA,NA,NA,NA
ENSMUSG00000108431,0,NA,NA,NA,NA,NA
ENSMUSG00000074254,0.123916687,-0.005788442,0.339812231,0.86685388,NA,Cyp2a4
ENSMUSG00000040614,0,NA,NA,NA,NA,Nlrp9c
ENSMUSG00000040601,0,NA,NA,NA,NA,Nlrp4a
ENSMUSG00000094866,0,NA,NA,NA,NA,NA
ENSMUSG00000054102,0,NA,NA,NA,NA,Nlrp9a
ENSMUSG00000091924,0,NA,NA,NA,NA,Vmn1r185
ENSMUSG00000040650,0,NA,NA,NA,NA,Cyp2b23
ENSMUSG00000108692,0,NA,NA,NA,NA,NA
ENSMUSG00000066704,0.030517963,-0.000762145,0.339821409,0.955828666,NA,Cyp2b19
ENSMUSG00000049685,0,NA,NA,NA,NA,Cyp2g1
ENSMUSG00000005547,0.137964778,-0.006783757,0.339907466,0.755525648,NA,Cyp2a5
ENSMUSG00000108487,0,NA,NA,NA,NA,NA
ENSMUSG00000108731,0,NA,NA,NA,NA,Api5-ps
ENSMUSG00000091867,0,NA,NA,NA,NA,Cyp2a22
ENSMUSG00000060407,0.038632251,-0.006033069,0.339832613,0.866858651,NA,Cyp2a12
ENSMUSG00000108637,0,NA,NA,NA,NA,Gm4290
ENSMUSG00000118450,0,NA,NA,NA,NA,NA
ENSMUSG00000108682,0.032097867,-0.000775074,0.339821133,0.955828139,NA,Gm29754
ENSMUSG00000052974,1.158783097,-0.021658129,0.340775793,0.272644575,NA,Cyp2f2
ENSMUSG00000086868,0.079140802,-0.001027112,0.339795089,0.95582585,NA,NA
ENSMUSG00000108306,0.037674467,-0.000777602,0.339820518,0.955828666,NA,NA
ENSMUSG00000095538,0.064716679,-0.006622843,0.339887321,0.775961099,NA,NA
ENSMUSG00000093348,0,NA,NA,NA,NA,Mir3101
ENSMUSG00000089661,0.051689182,0.012189117,0.339815643,0.924857782,NA,Mia
ENSMUSG00000080533,0,NA,NA,NA,NA,Mir1191
ENSMUSG00000108378,0.170080085,-0.001805354,0.339772369,0.955819554,NA,NA
ENSMUSG00000083622,0.550151887,-0.000485372,0.338940367,0.979532519,NA,Gm15570
ENSMUSG00000092367,0.127659619,-0.001327581,0.339792627,0.955824344,NA,NA
ENSMUSG00000108416,0,NA,NA,NA,NA,NA
ENSMUSG00000087371,1.19554661,0.029419051,0.338435427,0.556154847,NA,NA
ENSMUSG00000118518,0.139022135,-0.006752826,0.339905856,0.770118978,NA,NA
ENSMUSG00000108592,0.10077527,-0.001251548,0.339794616,0.955823849,NA,NA
ENSMUSG00000007944,0.853603253,0.009988131,0.333821459,0.906028064,NA,Ttc9b
ENSMUSG00000108520,1.375829362,0.021046246,0.333970894,0.77869786,NA,NA
ENSMUSG00000109143,0.027729744,-0.00082829,0.339822375,0.955828666,NA,NA
ENSMUSG00000097455,0.674556154,-0.018180779,0.338472367,0.617735039,NA,NA
ENSMUSG00000074243,0.912785146,-0.058961483,0.342891897,0.292424016,NA,NA
ENSMUSG00000109262,0.421812233,-0.01094119,0.340060831,0.570922047,NA,NA
ENSMUSG00000047730,0.571127442,0.016958851,0.339614685,0.871085856,NA,Fcgbp
ENSMUSG00000064793,0,NA,NA,NA,NA,Gm24356
ENSMUSG00000108968,0,NA,NA,NA,NA,NA
ENSMUSG00000109502,0,NA,NA,NA,NA,Gm18672
ENSMUSG00000046750,0.029993507,-0.000791311,0.339821124,0.955828139,NA,Selenov
ENSMUSG00000003436,0.03235834,-0.005891822,0.339819188,0.866858651,NA,Dll3
ENSMUSG00000109168,0,NA,NA,NA,NA,NA
ENSMUSG00000109201,0,NA,NA,NA,NA,Gm6518
ENSMUSG00000099417,0,NA,NA,NA,NA,1700028B04Rik
ENSMUSG00000059128,0,NA,NA,NA,NA,Ifnl2
ENSMUSG00000118574,0.03534749,-0.000808025,0.339820908,0.955828139,NA,NA
ENSMUSG00000060747,0,NA,NA,NA,NA,Ifnl3
ENSMUSG00000108925,0,NA,NA,NA,NA,NA
ENSMUSG00000084174,0.297555116,-0.001349254,0.339789475,0.955821259,NA,Sycn
ENSMUSG00000047586,0.280582519,0.012580036,0.339468034,0.734001127,NA,Nccrp1
ENSMUSG00000098558,0.260523122,-0.006872025,0.339920911,0.724334245,NA,Mir7049
ENSMUSG00000037469,0.057095595,-0.001188199,0.339797666,0.955826556,NA,Acp7
ENSMUSG00000108905,0,NA,NA,NA,NA,NA
ENSMUSG00000108865,0,NA,NA,NA,NA,NA
ENSMUSG00000037463,0.482479323,-0.01421362,0.339525695,0.508392328,NA,Fbxo27
ENSMUSG00000096257,0.617714362,-0.012768264,0.34006926,0.62230931,NA,Ccer2
ENSMUSG00000109420,1.497668105,0.021751676,0.333183877,0.77424635,NA,NA
ENSMUSG00000108930,0.131375995,-0.001705849,0.339775319,0.955822389,NA,NA
ENSMUSG00000053522,0.081296985,-0.001260319,0.339795538,0.955825669,NA,Lgals7
ENSMUSG00000054083,1.79781226,0.130776932,0.370826286,0.053528502,NA,Capn12
ENSMUSG00000109307,0,NA,NA,NA,NA,NA
ENSMUSG00000109314,1.679720525,0.073610751,0.345031352,0.284707494,NA,NA
ENSMUSG00000109017,0,NA,NA,NA,NA,NA
ENSMUSG00000105563,0,NA,NA,NA,NA,NA
ENSMUSG00000097079,0,NA,NA,NA,NA,NA
ENSMUSG00000089219,0,NA,NA,NA,NA,Mir1963
ENSMUSG00000090009,1.189249143,-0.006113294,0.337368368,0.867121627,NA,NA
ENSMUSG00000099098,2.758562668,0.028028187,0.326087921,0.777345481,NA,NA
ENSMUSG00000061115,0.330250648,-0.008895962,0.339869842,0.840982073,NA,NA
ENSMUSG00000037166,0.827221708,-0.054607056,0.344776901,0.219950092,NA,Ppp1r14a
ENSMUSG00000109351,0.215258724,-0.006167428,0.33985288,0.866851289,NA,NA
ENSMUSG00000074224,0.027729744,-0.00082829,0.339822375,0.955828666,NA,4932431P20Rik
ENSMUSG00000046958,0,NA,NA,NA,NA,NA
ENSMUSG00000100400,0,NA,NA,NA,NA,NA
ENSMUSG00000100111,0,NA,NA,NA,NA,NA
ENSMUSG00000065385,0,NA,NA,NA,NA,NA
ENSMUSG00000049123,0.017697869,-0.000736279,0.339822974,0.955828139,NA,Catsperg2
ENSMUSG00000065659,0,NA,NA,NA,NA,NA
ENSMUSG00000109205,2.926450339,-0.133791122,0.368074416,0.11599305,NA,NA
ENSMUSG00000089139,0.940185105,0.009361012,0.336595385,0.868067924,NA,Mir1964
ENSMUSG00000109565,0.051760332,0.012112623,0.33981173,0.924858308,NA,NA
ENSMUSG00000097809,0.029747938,0.013994328,0.339925415,0.924856205,NA,NA
ENSMUSG00000090331,0.027098522,-0.000763397,0.339822073,0.955828666,NA,NA
ENSMUSG00000098873,0,NA,NA,NA,NA,Mir7668
ENSMUSG00000109105,1.42825013,0.009242426,0.337156901,0.862631748,NA,NA
ENSMUSG00000083669,0,NA,NA,NA,NA,NA
ENSMUSG00000058447,0,NA,NA,NA,NA,NA
ENSMUSG00000109218,0.177006883,-0.001808126,0.339772661,0.955820379,NA,NA
ENSMUSG00000093495,0.53091584,-0.00729871,0.339976853,0.534627226,NA,NA
ENSMUSG00000108926,1.320651474,0.009263119,0.335087103,0.891822334,NA,NA
ENSMUSG00000097817,1.567168822,-0.134349553,0.375950239,0.022312759,NA,NA
ENSMUSG00000109142,0.192999358,0.013767546,0.339943851,0.795588753,NA,NA
ENSMUSG00000100512,0.532286671,0.009808,0.339459397,0.893985593,NA,Ovol3
ENSMUSG00000081565,0.799715601,-0.016063412,0.339000286,0.586150202,NA,Rps12-ps5
ENSMUSG00000093571,0,NA,NA,NA,NA,NA
ENSMUSG00000019737,2.950256629,-0.059530642,0.33721678,0.457560624,NA,Syne4
ENSMUSG00000074210,0,NA,NA,NA,NA,NA
ENSMUSG00000118440,0,NA,NA,NA,NA,NA
ENSMUSG00000109049,0,NA,NA,NA,NA,NA
ENSMUSG00000064982,0,NA,NA,NA,NA,Gm25259
ENSMUSG00000109467,0,NA,NA,NA,NA,NA
ENSMUSG00000036915,0.029747938,0.013994328,0.339925415,0.924856205,NA,Kirrel2
ENSMUSG00000006649,0.141666726,0.013662869,0.33993101,0.813841305,NA,Nphs1
ENSMUSG00000087009,0,NA,NA,NA,NA,Nphs1os
ENSMUSG00000109509,2.782205473,0.061133352,0.33359321,0.520195619,NA,NA
ENSMUSG00000036892,0.082570821,0.015107416,0.340020446,0.81345998,NA,Prodh2
ENSMUSG00000062132,0.122525782,0.016973976,0.340181088,0.71321616,NA,Arhgap33os
ENSMUSG00000109102,0.127651819,-0.001289557,0.339792803,0.955824043,NA,NA
ENSMUSG00000106236,0,NA,NA,NA,NA,Mir9769
